COL VEDSHAKTI 200GM,PASTE,GODREJ,GST 18%,73.1917,86.37,95,90,88,NOS,1,NEW GOLDEN AGENCIES,33061020,0
COLOR APPLE GREEN,SPICES,GENERAL,GST 0%,0.8,0.8,40,35,30,BOX,20,,32030020,0
COLOR APPLE GREEN BUSH,SPICES,GENERAL,GST 0%,45,45,0,55,50,BOX,1,CASH BILL,32030020,0
COLOR KESARI,SPICES,GENERAL,GST 0%,0.8,0.8,40,35,30,BOX,20,,32030020,0
COLOR KESARI BUSH,SPICES,GENERAL,GST 0%,40,40,55,55,50,BOX,1,CASH BILL,32030020,0
COLOR LEMON YELLOW,SPICES,GENERAL,GST 0%,0.8,0.8,40,35,30,BOX,20,,32030020,0
COLOR LEMON YELLOW BUSH,SPICES,GENERAL,GST 0%,45,45,55,55,50,BOX,1,CASH BILL,32030020,0
COLOR ORANGE RED,SPICES,GENERAL,GST 0%,0.8,0.8,0,35,30,BOX,20,,3203002,0
COLOR ORANGE RED BUSH,SPICES,GENERAL,GST 0%,50,50,55,55,50,BOX,1,CASH BILL,32030020,0
COMFORT BLUE 220ML,COMFORT,HINDUSTAN,GST 18%,43.94,51.85,56,56,53,NOS,1,SRI BALAJI TRADING COMPANY,34022010,0
COMFORT BLUE JACONET 20ML,COMFORT,HINDUSTAN,GST 18%,2.35,2.77,3,30,29,SHEETS,72,SRI BALAJI TRADING COMPANY,34022010,0
COMFORT GREEN 220ML,COMFORT,HINDUSTAN,GST 18%,43.94,51.85,56,56,53,NOS,1,SRI BALAJI TRADING COMPANY,34022010,0
COMFORT PINK JACONET 20ML,COMFORT,HINDUSTAN,GST 18%,2.35,2.77,3,30,29,SHEETS,72,SRI BALAJI TRADING COMPANY,34022010,0
CONGRESS MASALA,MASALA,GENERAL,GST 18%,100,118,0,140,130,KGS,1,MANI BAJI SHOP,,0
CONGRESS MASALA 1KG,SNACKS,GENERAL,GST 0%,128,128,170,150,135,KGS,1,,,0
COOLI,GENERAL,GENERAL,GST 0%,3,3,0,3,3,NOS,1,MANI BAJI SHOP,,0
CREYSTAL SALT OFRESH 25KG,SALT,GENERAL,GST 0%,160,160,250,250,190,BAG,25,SHAMBHAVI SYNDICATE,25010010,0
CUP,FUNCTION,GENERAL,GST 0%,0,0,0,0,0,NOS,1,,,0
CYCLE 3 IN1 10/-,POOJA ITEMS,CYCLE,GST 5%,7.7,8.09,10,10,9,NOS,1,NATIONAL AGENCY,3307,0
CYCLE 3 IN1 20/-,POOJA ITEMS,CYCLE,GST 5%,15.88,16.67,20,20,18,NOS,1,NATIONAL AGENCY,3307,0
CYCLE 3 IN1 30/-,POOJA ITEMS,CYCLE,GST 5%,23.81,25,30,30,27,NOS,1,NATIONAL AGENCY,3307,0
CYCLE 3 IN1 ECONOMY,POOJA ITEMS,CYCLE,GST 5%,39.69,41.67,50,50,45,NOS,1,NATIONAL AGENCY,3307,0
DANIYA 40KG,MASALA,GENERAL,GST 0%,2950,2950,3500,3200,3150,BAG,40,CASH BILL,909,0
DANIYA VIP 40KG,MASALA,GENERAL,GST 5%,72.5,72.5,4500,3300,3250,KGS,40,SRI SUDHA TRADERS AY 2020-2021,909,0
DARK FANTASY CHOCO FILLS 20G,BISCUITS,ITC,GST 18%,7.52,8.52,10,100,90,SHEETS,10,SHREE SHANER AGANICES,1905,0
DETOL COOL 125GM,SOAP,DETOL,GST 18%,39.23,44.9,50,50,48,NOS,150,SAGAR DISTRIBUTOR,3401,0
DETOL COOL 75GM,SOAP,DETOL,GST 18%,23.54,26.94,30,30,28.5,NOS,240,SAGAR DISTRIBUTOR,3401,0
DETOL IN ANS LIQ 125ML,SOAP,DETOL,GST 12%,46.57,52.16,60.5,60,55,NOS,96,SAGAR DISTRIBUTOR,3004,0
DETOL IN ASL 250ML,SOAP,DETOL,GST 12%,81.28,91.03,105.6,100,95,NOS,48,SAGAR DISTRIBUTOR,3004,0
DETOL ORG 125GM,SOAP,DETOL,GST 18%,39.23,44.9,50,50,48,NOS,150,SAGAR DISTRIBUTOR,3401,0
DETOL ORG 75GM,SOAP,DETOL,GST 18%,23.54,26.94,30,30,28.5,NOS,240,SAGAR DISTRIBUTOR,3401,0
DETOL SKC 125GM,SOAP,DETOL,GST 18%,39.23,44.9,50,50,48,NOS,150,SAGAR DISTRIBUTOR,3401,0
DETOL SKC 75GM,SOAP,DETOL,GST 18%,25.9,29.65,33,33,32,NOS,240,SAGAR DISTRIBUTOR,3401,0
DO KASTHURI 500ML,DEEPAM OIL,GENERAL,GST 18%,45,53.1,60,1320,1300,BOX,24,MANI BAJI SHOP,1207,0
DO MUNGAI 200ML,DEEPAM OIL,GENERAL,GST 5%,1000,1050,0,1100,1080,BOX,50,CASH BILL,1518,0
DO MUNGAI 400ML,DEEPAM OIL,GENERAL,GST 5%,800,840,0,950,900,BOX,20,CASH BILL,1518,0
DO MUNGAI 800ML,DEEPAM OIL,GENERAL,GST 5%,800,840,0,950,900,BOX,10,CASH BILL,1518,0
DO SUN 1LTR,DEEPAM OIL,GENERAL,GST 5%,760,798,0,850,830,BOX,10,CASH BILL,1518,0
DO SUN 200ML,DEEPAM OIL,GENERAL,GST 5%,960,1008,0,1050,1030,BOX,50,CASH BILL,1518,0
DO SUN 500ML,DEEPAM OIL,GENERAL,GST 5%,760,798,0,850,820,BOX,20,CASH BILL,1518,0
DOUBLE HORSE 25KG,HALF BOILED,GENERAL,GST 0%,36,36,0,950,930,BAG,25,MANI BAJI SHOP,1006,0
DOUBLE PURA 25KG,FULL BOILED,GENERAL,GST 0%,890,890,0,950,900,BAG,1,CASH BILL,1006,0
DOUBLE ROSE 25KG,FULL BOILED,GENERAL,GST 0%,890,890,0,950,920,BAG,1,CASH BILL,1006,0
DOVE CREAM BAR 100G,SOAP,HINDUSTAN,GST 18%,35.31,40,45,45,42,NOS,1,SRI BALAJI TRADING COMPANY,34011190,0
DOVE CREAM BAR 50G,SOAP,HINDUSTAN,GST 18%,17.26,19.55,22,22,20,NOS,1,SRI BALAJI TRADING COMPANY,34011190,0
DOVE DAILY SHINE 2/-,SHAMPOO,HINDUSTAN,GST 18%,1.4,1.53,2,32,30,SHEETS,960,SRI BALAJI TRADING COMPANY,,0
DOVE DAILY SHINE 80ML,SHAMPOO,HINDUSTAN,GST 18%,42.37,50,55,55,52,NOS,1,SRI BALAJI TRADING COMPANY,33051090,0
DOVE HAIR FALL 2/-,SHAMPOO,HINDUSTAN,GST 18%,1.4,1.53,2,32,30,SHEETS,960,SRI BALAJI TRADING COMPANY,,0
DRY COCONUT,SPICES,GENERAL,GST 18%,100,118,0,175,150,KGS,1,MANI BAJI SHOP,,0
DRY GRAPES 10/-,10 SHEET,GENERAL,GST 18%,4.5,5.31,10,80,75,SHEETS,10,MANI BAJI SHOP,802,0
DRY GRAPES 1KG,DRY FRUITS,GENERAL,GST 18%,190,224.2,0,350,340,KGS,1,,802,0
DRY GRAPES 5/-,DRY FRUITS,GENERAL,GST 18%,3.33,3.33,5,300,240,BUNDAL,60,MANI BAJI SHOP,802,0
DSM 10KG,FULL BOILED,GENERAL,GST 0%,510,510,0,550,530,BAG,1,CASH BILL,1006,0
DSM 25KG,FULL BOILED,GENERAL,GST 0%,1170,1170,0,1300,1280,BAG,1,MANI BAJI SHOP,1006,0
DUBAR 20PKT,BASMATHI,GENERAL,GST 0%,82,82,0,2000,1800,BAG,20,MANI BAJI SHOP,1006,0
DUBAR 25KG,BASMATHI,GENERAL,GST 0%,78,78,0,2100,2050,KGS,25,MANI BAJI SHOP,1006,0
DUBAR RICE 1KG,RAW RICE,GENERAL,GST 0%,82,82,0,1800,1760,BAG,20,,1006,0
ENO COLA,GENERAL,NESTLE,GST 18%,4.5,5.31,8,210,190,BOX,30,MANI BAJI SHOP,,0
ENO LEMON,GENERAL,NESTLE,GST 18%,4.5,5.31,8,420,400,BOX,60,MANI BAJI SHOP,,0
ENO ORANGE,GENERAL,NESTLE,GST 18%,4.5,5.31,8,210,190,BOX,30,MANI BAJI SHOP,,0
EVERYDAY MILK PWD 200GMS,BEVERAGES,NESTLE,GST 5%,91.71,96.3,104,600,588,SHEETS,72,R K AGENCIES,4022990,0
EVERYDAY MILK PWD 20GMS,BEVERAGES,NESTLE,GST 5%,8.82,9.26,10,120,114,SHEETS,32,R K AGENCIES,4022990,0
EXO BAR 3+1 130GMS,DISHWASH,EXO,GST 18%,23.55,27.23,30,28,27.5,NOS,30,SRI RAM AGENCY,3405400,0
EXO BAR 75GMS,DISHWASH,EXO,GST 18%,3.93,4.45,5,5,4.6,NOS,180,SRI RAM AGENCY,3405400,0
EXO BAR SET OF4 300GMS,DISHWASH,EXO,GST 18%,56.5,65.34,70,70,65.5,NOS,15,SRI RAM AGENCY,3405400,0
EXO DS ROUND 250GMS,DISHWASH,EXO,GST 18%,21.98,24.9,28,27,25,NOS,48,SRI RAM AGENCY,34054000,0
EXO DS ROUND 500GMS,DISHWASH,EXO,GST 18%,37.67,42.67,48,47,43,NOS,36,SRI RAM AGENCY,34054000,0
EXO STEEL SCRB 15/-,DISHWASH,EXO,GST 18%,5.65,6.67,15,10,8,NOS,312,SRI RAM AGENCY,73231000,0
EXTR CLEAN BRESH 18/-,TOOTH BRESH,GENERAL,GST 18%,0,0,18,210,200,SHEETS,12,MANI BAJI SHOP,3306,0
FAL  MV FW 50G,FACE WASH,HINDUSTAN,GST 18%,50.08,59.09,65,65,62,NOS,1,SRI BALAJI TRADING COMPANY,33049910,0
FAL ADV MV 15G,FACE CREAM,HINDUSTAN,GST 18%,15.41,18.18,20,20,19,NOS,1,SRI BALAJI TRADING COMPANY,33049910,0
FAL ADV MV 25G,FACE CREAM,HINDUSTAN,GST 18%,41.6,49.09,54,52,50,NOS,1,SRI BALAJI TRADING COMPANY,33049910,0
FAL ADV MV 50G,FACE CREAM,HINDUSTAN,GST 18%,78.58,92.72,102,100,95,NOS,1,SRI BALAJI TRADING COMPANY,33049910,0
FAL ADV MV 80G,FACE CREAM,HINDUSTAN,GST 18%,119.41,140.9,155,150,145,NOS,1,SRI BALAJI TRADING COMPANY,33049910,0
FAL ADV MV 9G,FACE CREAM,HINDUSTAN,GST 18%,6.93,8.18,9,9,8.5,NOS,1,SRI BALAJI TRADING COMPANY,33049910,0
FG 999 30G,DALL,GENERAL,GST 0%,65,65,3500,2300,2200,KGS,30,SHAMBHAVI SYNDICATE,713,0
FG GLOBE 30G,DALL,GENERAL,GST 0%,2280,2280,3500,2550,2500,BAG,30,CASH BILL,713,0
FG ROCKET 30KG,DALL,GENERAL,GST 0%,71,71,3600,2500,2300,KGS,30,DAIMOND TRADING COMPANY,713,0
FG THRISHUL 30KG,DALL,GENERAL,GST 0%,80,80,0,2600,2550,KGS,30,,713,0
FLAVOUR,SNACKS,GENERAL,GST 28%,10,12.8,25,20,15,BOTTLE,1,MANI BAJI SHOP,,0
FORTUNE 1LTR,REFINED OIL,TATA,GST 5%,129.52,136,145,1380,1370,BOX,10,SRI VISHNU AGENCIES,,0
FRIED GRAM ||,DALL,GENERAL,GST 0%,80,80,90,85,80,KGS,1,CASH BILL,0,0
FRIED RICE HOT & SPICY 20GMS,MIXED RICE,MTR,GST 12%,6.7,7.5,10,100,90,SHEETS,10,VENKATESHWARA AGENCIES,21039040,0
FRIED RICE ORIGINAL,MIXED RICE,MTR,GST 12%,6.7,7.5,10,100,90,SHEETS,10,VENKATESHWARA AGENCIES,21039040,0
FRUITEE FUN,CHOCOLATE,ITC,GST 12%,40.83,41.65,50,2016,1930,PKT,42,SHREE SHANER AGANICES,1704,0
FRYUMS 5KG,SNACKS,GENERAL,GST 0%,58.5,58.5,0,350,330,KGS,4,,,0
FULL BOILED RICE,FULL BOILED,GENERAL,GST 0%,52,52,0,55,53,KGS,1,CASH BILL,1006,0
FULL TOSS MASALA MASTI 5/-,CHIPS,PARLE,GST 12%,3.57,4,5,75,68,SHEETS,15,R.K MARKETING,21069099,0
FULL TOSS NOODLE 5/-,CHIPS,PARLE,GST 12%,3.57,4,5,75,68,SHEETS,15,R.K MARKETING,21069099,0
FULL TOSS THAI SRURACHA 5/-,CHIPS,PARLE,GST 12%,3.57,4,5,75,68,SHEETS,15,R.K MARKETING,21069099,0
FULL TOSS TOMATO 5/-,CHIPS,PARLE,GST 12%,3.57,4,5,75,68,SHEETS,15,R.K MARKETING,21069099,0
GARLLIC,MASALA,GENERAL,GST 0%,0,0,0,0,0,KGS,1,,,0
GD CLASSIC 30KG,DALL,GENERAL,GST 0%,59.33,59.33,3800,2100,1950,KGS,30,DAIMOND TRADING COMPANY,713,0
GD LIBARTY 50KG,DALL,GENERAL,GST 0%,3338.32,3338.32,5000,4500,4000,KGS,50,DAIMOND TRADING COMPANY,713,0
GD SARAVOTTAM 30KG,DALL,GENERAL,GST 0%,62,62,3800,2100,1950,KGS,30,SHAMBHAVI SYNDICATE,713,0
GINGER GARLLIC PASTE 1KG,PASTE,GENERAL,GST 5%,58,60.9,90,70,65,NOS,1,,910,0
GINGER GARLLIC PASTE 500GM,PASTE,GENERAL,GST 5%,58,60.9,90,70,65,NOS,1,MANI BAJI SHOP,910,0
GINGER GARLLIC PASTE RUCHI,PASTE,GENERAL,GST 0%,60,60,0,75,70,SHEETS,15,CASH BILL,2106,0
GINGERLLY OIL 1LTR,GINGERLLY OIL,KALESHWARI,GST 5%,224.76,236,270,2600,2550,PKT,10,DEEPANATH ENTERPRISES,15155091,0
GK ADV COOL,MOSQUITO,GOOD NIGHT,GST 18%,26.19,31.07,34,34,32,NOS,1,NEW GOLDEN AGENCIES,,0
GK GREEN SHAKTHI,MOSQUITO,GOOD NIGHT,GST 18%,28,33.04,35,35,33,NOS,1,MANI BAJI SHOP,,0
GLOVES,GENERAL,GENERAL,GST 0%,40,40,80,70,60,NOS,1,,,0
GLS 100W,BULB,CROMPTON,GST 18%,10.23,12.07,16,1300,1250,BOX,100,RAM COMMUNICATIONS,85392910,0
GLS 60W,BULB,CROMPTON,GST 18%,9.94,11.73,15,1250,1200,BOX,100,RAM COMMUNICATIONS,85392910,0
GOLD PONNI 10KG,FULL BOILED,GENERAL,GST 0%,510,510,0,550,530,BAG,1,CASH BILL,1006,0
GOLD PONNI 25KG,FULL BOILED,GENERAL,GST 0%,1250,1250,0,1300,1270,BAG,1,CASH BILL,1006,0
GOLD WINNER 1LTR,REFINED OIL,GENERAL,GST 5%,137.429,144.3,160,1400,1390,BOX,10,DEEPANATH ENTERPRISES,1512,0
GOLD WINNER 500ML,REFINED OIL,GENERAL,GST 5%,73.81,77.5,80,1440,1420,BOTTLE,20,DEEPANATH ENTERPRISES,1512,0
GOLD WINNER 5LTS,REFINED OIL,GENERAL,GST 5%,684.13,718.34,615,1830,1800,NOS,3,DEEPANATH ENTERPRISES,,0
GOOD DAY BUTTER 10/-,BISCUITS,BRITANNIA,GST 18%,7.73,8.8,10,650,645,PKT,72,SIVA TRADERS,19053100,0
GOOD DAY BUTTER 5/-,BISCUITS,BRITANNIA,GST 18%,3.86,4.4,5,800,780,PKT,168,SIVA TRADERS,19053100,0
GOOD DAY CASHEW 10/-,BISCUITS,BRITANNIA,GST 18%,7.73,8.8,10,650,645,PKT,72,SIVA TRADERS,19053100,0
GRAM 50KG,DALL,GENERAL,GST 0%,58,58,3900,3300,3500,KGS,50,DAIMOND TRADING COMPANY,713,0
GRAM DOLPHIN 30KG,DALL,GENERAL,GST 0%,67.6,68,3500,2500,2250,BAG,30,MANI BAJI SHOP,713,0
GRAPES 5/-,AMAR,GENERAL,GST 0%,3.3,3.3,0,240,230,BUNDAL,60,,806,0
GRB GHEE 100ML,GHEE,GENERAL,GST 12%,650,728,0,740,730,BOX,10,MANI BAJI SHOP,405,0
GRB GHEE 200ML,GHEE,GENERAL,GST 18%,110,129.8,136,135,130,PKT,1,MANI BAJI SHOP,405,0
GREEN PEAS 30KG,DALL,GENERAL,GST 0%,120,120,4950,4800,4200,KGS,30,BHAGYALAKSHMI,713,0
GREEN SHAKTHI,MOSQUITO,GODREJ,GST 18%,26.97,31.99,35,35,33,NOS,1,NEW GOLDEN AGENCIES,38089191,0
GROUND NUTS A 40KG,DALL,GENERAL,GST 0%,90,90,200,3800,3700,KGS,40,CASH BILL,1202,0
GROUND NUTS B 40KG,DALL,GENERAL,GST 0%,85,85,150,3500,3450,KGS,40,CASH BILL,1202,0
GTS,RAW RICE,GENERAL,GST 5%,64,65,2800,1700,1680,KGS,25,HIRA TADERS,1006,0
GTS OLD 25KG,RAW RICE,GENERAL,GST 5%,1505,1580.25,3000,1660,1450,BAG,1,EASHWAR ENTERPRISES,10063020,0
GVK 25KG,RAW RICE,GENERAL,GST 0%,0,0,0,1200,1150,BAG,1,,1106,0
GW GINGERLLY 1LTR,GINGERLLY OIL,GENERAL,GST 5%,230.476,242,275,2600,2550,PKT,10,DEEPANATH ENTERPRISES,15155091,0
GW GINGERLLY 200ML,GINGERLLY OIL,GENERAL,GST 5%,47.05,49.4,65,60,55,PKT,50,DEEPANATH ENTERPRISES,15155091,0
GW GINGERLLY 500ML,GINGERLLY OIL,GENERAL,GST 5%,116.19,122,170,2800,2600,PKT,20,DEEPANATH ENTERPRISES,15155091,0
H&S 5ML CLEAN 2/-,SHAMPOO,P&G,GST 18%,22.05,22.25,32,30,28,SHEETS,1440,BHAWAR SALES CORPORATION,33051090,0
H&S 5ML COOL 2/-,SHAMPOO,P&G,GST 18%,22.05,22.25,32,30,28,SHEETS,1440,BHAWAR SALES CORPORATION,33051090,0
H&S CM 180ML,SHAMPOO,P&G,GST 18%,115.56,136.36,150,145,140,NOS,24,BHAWAR SALES CORPORATION,33051090,0
H&S CM 3/-,SHAMPOO,P&G,GST 18%,33.07,39.02,48,45,43,SHEETS,40,BHAWAR SALES CORPORATION,33051090,0
H&S SHAMPOO 72ML,SHAMPOO,P&G,GST 18%,52.39,61.82,68,65,63,NOS,48,BHAWAR SALES CORPORATION,33051090,0
H&S SHAMPOO CM 72ML,SHAMPOO,P&G,GST 18%,52.39,61.82,68,65,63,NOS,48,BHAWAR SALES CORPORATION,33051090,0
H&S SHAMPOO SS 72ML,SHAMPOO,P&G,GST 18%,52.39,61.82,68,65,63,NOS,48,BHAWAR SALES CORPORATION,33051090,0
H&S SS 180ML,SHAMPOO,P&G,GST 18%,115.56,136.36,150,145,140,NOS,24,BHAWAR SALES CORPORATION,33051090,0
H&S SS 3/-,SHAMPOO,P&G,GST 18%,33.07,39.02,48,45,43,SHEETS,40,BHAWAR SALES CORPORATION,33051090,0
HAMAM SOAP 100G,SOAP,HINDUSTAN,GST 18%,25.11,29.63,32,32,31,NOS,144,SRI BALAJI TRADING COMPANY,34011190,0
HAMAM SOAP 150G,SOAP,HINDUSTAN,GST 18%,39.23,45.37,50,50,46,NOS,1,SRI BALAJI TRADING COMPANY,34011190,0
HAMAM SOAP 45G,SOAP,HINDUSTAN,GST 18%,7.85,8.89,10,10,9,NOS,1,SRI BALAJI TRADING COMPANY,34011190,0
HAMSA RICE 25KG,RAW RICE,GENERAL,GST 0%,26,26,40,750,730,BAG,25,DAIMOND TRADING COMPANY,1006,0
HAND COVER 13X16,COVER,GENERAL,GST 5%,17,17.85,36,200,190,BUNDAL,10,MANI BAJI SHOP,3926,0
HAND COVER 16X20,COVER,GENERAL,GST 5%,36,37.8,48,200,190,BUNDAL,5,MANI BAJI SHOP,3926,0
HAND COVER 9X13,COVER,GENERAL,GST 5%,7,7.35,20,100,90,BUNDAL,10,MANI BAJI SHOP,3926,0
HAND GLOVES,GENERAL,GENERAL,GST 0%,50,50,0,65,60,NOS,1,MANI BAJI SHOP,,0
HAPPY CHOCOLATE 5/-,BISCUITS,PARLE,GST 18%,3.78,4.37,5,60,58,BUNDAL,12,R.K MARKETING,19059020,0
HARDIL MO 1LTR,MUSTARD OIL,IDAYAM,GST 5%,137.14,144,300,2400,2325,BOX,15,AMIRTHAM ENTERPRISES,15149120,0
HARDIL MO 500ML,MUSTARD OIL,IDAYAM,GST 5%,71.43,75,112,3000,2550,BOX,30,AMIRTHAM ENTERPRISES,15149120,0
HARPIC FLO 200ML,TOILET,GODREJ,GST 18%,33.9,39.36,44,44,42,NOS,48,DESHIKASHREE ENTERPRISES,3808,0
HARPIC FLO 500ML,TOILET,GODREJ,GST 18%,70.11,81.41,91,90,85,NOS,24,DESHIKASHREE ENTERPRISES,3808,0
HARPIC LEM 200ML,TOILET,GODREJ,GST 18%,33.9,39.36,44,44,42,NOS,48,DESHIKASHREE ENTERPRISES,3808,0
HARPIC LEM 500ML,TOILET,GODREJ,GST 18%,70.11,81.41,91,90,85,NOS,24,DESHIKASHREE ENTERPRISES,3808,0
HARPIC ORG 200ML,TOILET,GODREJ,GST 18%,28.51,33.64,37,36,35,NOS,48,DESHIKASHREE ENTERPRISES,3808,0
HARPIC ORG 500ML,TOILET,GODREJ,GST 18%,66.25,76.92,86,85,80,NOS,24,DESHIKASHREE ENTERPRISES,3808,0
HARPIC PLUS 900ML,TOILET,GODREJ,GST 18%,116.34,134.12,151,150,140,NOS,12,DESHIKASHREE ENTERPRISES,3808,0
HATSUN 10/-,GHEE,GENERAL,GST 5%,160,168,10,200,180,SHEETS,20,CASH BILL,405,0
HIDE & SEEK 10/-,BISCUITS,PARLE,GST 18%,7.57,8.75,10,120,108,BUNDLE,12,R.K MARKETING,19059020,0
HIDE & SEEK 20GM,BISCUITS,PARLE,GST 18%,22.7,26.79,30,360,336,BUNDLE,12,R.K MARKETING,19059020,0
HIDE & SEEK COFFEE 20GM,BISCUITS,PARLE,GST 18%,22.7,26.79,30,30,28,PKT,18,R.K MARKETING,19059020,0
HIDE & SEEK CREAM CHOCOLATE 20GM,BISCUITS,PARLE,GST 18%,22.7,26.79,30,30,28,PKT,18,R.K MARKETING,19059020,0
HIDE & SEEK CREAM ORANGE 20GM,BISCUITS,PARLE,GST 18%,22.7,26.79,30,30,28,NOS,18,R.K MARKETING,19059020,0
HIDE & SEEK CREAM STRABERRY 20GM,BISCUITS,PARLE,GST 18%,22.7,26.79,30,30,28,NOS,18,R.K MARKETING,19059020,0
HIDE & SEEK CREAM VANILLA 20GM,BISCUITS,PARLE,GST 18%,22.7,26.79,30,30,28,NOS,1,R.K MARKETING,19059020,0
HIFI BUTTER 5/-,BISCUITS,HINDUSTAN,GST 18%,3.81,4.29,5,60,58,BUNDLE,12,SHREE SHANER AGANICES,1905,0
HIFI CASHEW 5/-,BISCUITS,ITC,GST 18%,3.81,4.29,5,60,58,BUNDLE,12,SHREE SHANER AGANICES,1905,0
HIRA ZEERA 25KG,RAW RICE,GENERAL,GST 0%,47.2,47.2,3200,1350,1300,BAG,2,HIRA TADERS,1006,0
HIT CIK 625ML 269/-,POISION,GODREJ,GST 18%,207.3,244.61,269,260,250,NOS,25,NEW GOLDEN AGENCIES,38089199,0
HIT CIK 65/-,MOSQUITO,GODREJ,GST 18%,50.08,59.1,65,65,62,NOS,1,NEW GOLDEN AGENCIES,38089199,0
HIT CIK 99/-,POISION,HIT,GST 18%,76.27,90,99,95,92,NOS,1,NEW GOLDEN AGENCIES,38089199,0
HIT FIK 99/-,POISION,HIT,GST 18%,76.27,90,99,95,92,NOS,1,NEW GOLDEN AGENCIES,38089199,0
HIT RAT GLUE PAD 100/-,MOSQUITO,GODREJ,GST 18%,42.37,50,100,80,70,NOS,1,NEW GOLDEN AGENCIES,38089990,0
HOLIGE PAPER,FUNCTION,GENERAL,GST 0%,5,5,0,10,9,NOS,1,,,0
HORLICKS 5/-,BEVERAGES,NESTLE,GST 18%,4,4.72,5,75,72,SHEETS,15,,,0
HORLICKS BISCUIT 10/-,BISCUITS,NESTLE,GST 18%,7.7,8.9,10,230,220,BUNDAL,4,R K AGENCIES,1905,0
HORLICKS PACK 200GM,BEVERAGES,NESTLE,GST 18%,70.62,83.33,90,90,85,PKT,1,R K AGENCIES,19019090,0
HORLICKS PET JAR 200GM,BEVERAGES,NESTLE,GST 18%,87.1,102.78,111,110,105,BOTTLE,1,R K AGENCIES,19019090,0
HORLICKS POUCH 500GM,BEVERAGES,NESTLE,GST 18%,150,177,195,195,190,NOS,1,,,0
HORSE GRAM 25KG,DALL,GENERAL,GST 0%,975,975,0,1000,990,BAG,25,CASH BILL,713,0
ICE SPL CHAKKI ATTA 50KG,FLOUR,GENERAL,GST 0%,1235,1235,3500,1350,1290,KGS,50,MANOJ STORE,1106,0
IDLY RICE 25KG,FULL BOILED,GENERAL,GST 0%,28,28,36,750,720,KGS,25,MANI BAJI SHOP,1006,0
INDICA 10MIN PWD,BEAUTY PRODUCTS,CALVIN CARE,GST 18%,14.25,15.72,19,17,18,PKT,8,SRI PONNIAMMAN AGENCY,33059040,0
INDICA EASY 10M 18M,BEAUTY PRODUCTS,CALVIN CARE,GST 18%,18.92,20.27,25,21,20,PKT,168,SRI PONNIAMMAN AGENCY,33059040,0
INSTANT BINSTA 200,BEVERAGES,GENERAL,GST 18%,113.0508,130.73,160,145,140,NOS,1,LAKSHMI ENTERPRISES,21011120,0
JAGGERY BIG 30KG,SUGAR,GENERAL,GST 18%,1450,1711,0,1550,1500,BAG,30,CASH BILL,17011490,0
JAGGERY SMALL  A 30KG,SUGAR,GENERAL,GST 18%,33,35,0,1350,1330,KGS,30,MANI BAJI SHOP,17011490,0
JAGGERY SMALL 30KG,SUGAR,GENERAL,GST 18%,1320,1557.6,0,1350,1330,BAG,30,CASH BILL,,0
JAGGREY SMALL B 30KG,SUGAR,GENERAL,GST 18%,30,33,0,1300,1270,KGS,30,MANI BAJI SHOP,17011490,0
JAKAI,SPICES,GENERAL,GST 18%,700,826,0,950,900,KGS,1,CASH BILL,1207,0
JAPATHRI,SPICES,GENERAL,GST 18%,2400,2832,0,3000,2900,KGS,1,CASH BILL,1207,0
JASMINE 25KG,FULL BOILED,GENERAL,GST 0%,47.6,47.6,55,1250,0,KGS,25,CASH BILL,1006,0
JAVARASI 500GM,DALL,GENERAL,GST 18%,95,100,0,130,125,KGS,1,MANI BAJI SHOP,,0
JEERA,SPICES,GENERAL,GST 18%,150,177,0,250,220,KGS,1,CASH BILL,,0
JEERA 1KG,SPICES,GENERAL,GST 0%,210,210,0,240,230,PKT,1,CASH BILL,1207,0
JEERA 5/-,AMAR,GENERAL,GST 0%,190,190,0,240,230,BUNDAL,60,CASH BILL,909,0
JEERA 50GM,SPICES,GENERAL,GST 0%,10,10,18,15,11,BUNDAL,20,CASH BILL,1207,0
JILEBEE MIX 1KG,SNACKS,GENERAL,GST 0%,0,0,210,190,190,PKT,1,MANI BAJI SHOP,,0
JVS GN 1LTR,GROUND NUT OIL,GENERAL,GST 5%,158,165.9,0,1750,1700,PKT,10,MANI BAJI SHOP,1508,0
JVS SF 1LTR,REFINED OIL,GENERAL,GST 5%,117.143,123,1450,1230,1220,PKT,10,RAYAKOTTAH ENTERPRISES,1512,0
JVS TIN 15LTR,REFINED OIL,GENERAL,GST 5%,1771.43,1860,2600,2100,2050,TIN,1,RAYAKOTTAH ENTERPRISES,1512,0
KACCHA MANGO BITE,CHOCOLATE,PARLE,GST 12%,38.82,43.48,50,50,48,PKT,50,R.K MARKETING,17049020,0
KADA CLOTH 1MTR,FUNCTION,GENERAL,GST 0%,45,45,70,60,55,METER,1,,,0
KALKI BULLET 25KG,HALF BOILED,GENERAL,GST 0%,38,38,0,980,960,KGS,25,MANI BAJI SHOP,1006,0
KALKI OLD 25KG,HALF BOILED,GENERAL,GST 0%,44.8,44.8,2400,1200,1180,KGS,25,EASHWAR ENTERPRISES,1006,0
KALPASI,MASALA,GENERAL,GST 0%,490,490,0,750,700,KGS,1,MANI BAJI SHOP,0,0
KARAMANI 25KG,DALL,GENERAL,GST 0%,1500,1500,0,1900,1800,BAG,25,CASH BILL,713,0
