PAT GN OIL,GROUND NUT OIL,GST 5%,GST 5%,1450,1522.5,0,1600,1550,BOX,1508
PATTA,SPICES,GST 0%,GST 0%,300,300,0,450,400,KGS,1207
PEARS OIL CONTROL 75G,SOAP,GST 18%,GST 18%,32.17,37.96,41,40,39,NOS,34011190
PEARS P&GNTL 100G,SOAP,GST 18%,GST 18%,29.82,34.48,38,38,36,NOS,34011190
PEARS PURE & GENTLE 125G+25G EXTRA,SOAP,GST 18%,GST 18%,51,58.98,65,65,62,NOS,34011190
PEARS PURE & GENTLE 3X125G,SOAP,GST 18%,GST 18%,117.7,138.89,150,145,140,NOS,34011190
PEARS SOFT & FRESH 125G,SOAP,GST 18%,GST 18%,52.57,60.79,67,65,63,NOS,34011190
PEARS SOFT & FRESH 75G,SOAP,GST 18%,GST 18%,32.17,37.2,41,40,39,NOS,34011190
PEARS SOFT & GENTLE SP 3X75G,SOAP,GST 18%,GST 18%,82.39,97.22,105,105,100,NOS,34011190
PEPPER,SPICES,GST 0%,GST 0%,460,460,0,500,480,KGS,1207
PEPPER 5/--,AMAR,GST 0%,GST 0%,190,190,0,240,230,BUNDAL,0904
PEPPER 50GM,SPICES,GST 0%,GST 0%,500,500,0,600,550,BUNDAL,1207
PONVAANDU RS10/-,WASHING,GST 18%,GST 18%,6.38,7.4,10,675,615,BOX,34011930
PONVAANDU RS5/-,WASHING,GST 18%,GST 18%,3.39,4,5,350,315,BOX,34011930
POPPY SEEDS,SPICES,GST 0%,GST 0%,850,850,0,1200,1050,KGS,1207
POPULAR 10KG,HALF BOILED,GST 0%,GST 0%,360,360,0,400,380,BAG,1006
POPULAR 25KG,HALF BOILED,GST 0%,GST 0%,875,875,0,950,910,BAG,1006
POSTMAN CA 50KG,FLOUR,GST 0%,GST 0%,1080,1080,3500,1250,1150,BAG,1101
POSTMAN SOOJI 50KG,FLOUR,GST 0%,GST 0%,1260,1260,3500,1450,1400,BAG,1101
PULIYOGARE POWDER 30GMS,MIXED RICE,GST 5%,GST 5%,7.88,8.27,10,120,102,SHEETS,09109100
RB SODA 50KG,SPICES,GST 5%,GST 5%,1500,1575,0,1600,1580,BAG,7013
RED LABEL 100G,BEVERAGES,GST 5%,GST 5%,34.63,36.36,40,40,38,NOS,09023020
RED LABEL 1KG,BEVERAGES,GST 5%,GST 5%,427.24,448.6,480,460,455,NOS,09023020
RED LABEL 250G,BEVERAGES,GST 5%,GST 5%,120.16,126.17,135,135,130,NOS,09023020
RED LABEL 500G,BEVERAGES,GST 5%,GST 5%,235.87,247.66,265,260,255,NOS,09023020
REFINED OIL TIN 15LTR,REFINED OIL,GST 5%,GST 5%,1850,1942.5,0,2050,2000,TIN,1512
REXONA COCO & OLIVE 100G,SOAP,GST 18%,GST 18%,21.19,25,27,27,26,NOS,34011190
RICE FLACKS 40KG,DALL,GST 0%,GST 0%,1000,1000,0,1200,1150,BAG,0713
RIN 500G,WASHING,GST 18%,GST 18%,29.99,34.68,39,1850,1800,BAG,3411190
RIN ANTI BAC 120G,WASHING,GST 18%,GST 18%,7.43,8.58,10,60,54,SHEETS,34022010
RIN BAR 140+35G,WASHING,GST 18%,GST 18%,7.85,9.17,10,10,9.3,NOS,34011930
RIN BAR 250G,WASHING,GST 18%,GST 18%,10.99,12.58,14,14,13,NOS,34011930
RIN LIQUID 430ML,WASHING,GST 18%,GST 18%,51,55.97,65,63,58,NOS,34022010
RIN LIQUID 800ML,WASHING,GST 18%,GST 18%,77.68,85.25,99,95,87,NOS,34022010
RIN NORMAL 1KG,WASHING,GST 18%,GST 18%,59.21,68.47,77,75,70,PKT,34022010
RK RAW RICE,RAW RICE,GST 0%,GST 0%,1250,1250,0,1300,1280,BAG,1006
RMC,GENERAL,GST 0%,GST 0%,541.3,541.3,750,650,0,NOS,0
ROASTED VERM 400GMS,VERMICELLI,GST 5%,GST 5%,39.61,41.59,55,1500,1350,BOX,19023010
ROYAL BULLET AISWARYA 25KG,HALF BOILED,GST 0%,GST 0%,920,920,1300,980,950,BAG,1006
ROYAL BULLET DC 25KG,HALF BOILED,GST 0%,GST 0%,920,920,1500,1000,950,BAG,1006
RUCHI GOLD 1LTR,PAM OIL,GST 5%,GST 5%,98.762,103.7,115,1040,1030,PKT,1512
SABEENA 500GM,WASHING,GST 18%,GST 18%,11.25,13.28,12,658,644,PKT,0
SALT 25KG,SALT,GST 0%,GST 0%,160,160,0,180,170,BAG,2501
SARAPARUPPU,DRY FRUITS,GST 28%,GST 28%,1000,1280,0,1500,1400,KGS,1207
SAUCE CHILLI,SAUCE,GST 0%,GST 0%,230,230,0,400,350,BOX,0904
SAUCE TOMATO,SAUCE,GST 0%,GST 0%,400,400,0,500,450,BOX,0904
SAVLON DISINFECTANT 100ML,WASHING,GST 12%,GST 12%,33.87,37.93,44,42,40,BOTTLE,3004 90 99
SAVLON DISINFECTANT 200ML,WASHING,GST 12%,GST 12%,59.27,66.38,77,75,70,BOTTLE,3004 90 99
SAVLON DISINFECTANT 50ML,WASHING,GST 12%,GST 12%,18.47,20.69,24,24,22,BOTTLE,3004 90 99
SAVLON HEXA ADV SOAP 45G,WASHING,GST 18%,GST 18%,7.85,8.55,10,10,9.5,NOS,3401 11 90
SAVLON HEXA ADV SOAP 75G,WASHING,GST 18%,GST 18%,26.68,29.06,34,34,33,NOS,3401 11 90
SAVLON MLT DISINFECTANT 1LTR,WASHING,GST 18%,GST 18%,292.76,335.09,380,370,355,BOTTLE,3808 94 00
SAVLON MLT DISINFECTANT 500ML,WASHING,GST 18%,GST 18%,148.69,170.19,193,185,180,BOTTLE,3808 94 00
SHABHARI 25KG,RAW RICE,GST 0%,GST 0%,1250,1250,0,1300,1280,BAG,1006
SM BIRYANI MASALA 50GM,MASALA,GST 5%,GST 5%,23.33,24.25,45,600,550,BUNDAL,09109100
SM BLACK PEPPER PWD 50GM,MASALA,GST 5%,GST 5%,565,593.25,0,650,630,BUNDAL,19109100
SM CHICKEN MASALA 100GM,MASALA,GST 5%,GST 5%,300,315,0,350,330,BUNDAL,09109100
SM CHICKEN MASALA 500GM,MASALA,GST 5%,GST 5%,141.43,147.02,280,180,160,PKT,09109100
SM CHICKEN MASALA 50GM,MASALA,GST 5%,GST 5%,14.29,14.85,35,17,320,BUNDAL,09109100
SM CHILLI CHICKEN 50GM,MASALA,GST 5%,GST 5%,355,372.75,0,450,400,BUNDAL,09109100
SM CHILLI PWD 100GM,MASALA,GST 5%,GST 5%,270,283.5,0,300,290,BUNDAL,09042211
SM CHILLI PWD 1KG,MASALA,GST 5%,GST 5%,254.29,264.33,320,300,290,PKT,09042211
SM CHILLI PWD 500GM,MASALA,GST 5%,GST 5%,127.14,132.16,340,150,145,PKT,09042211
SM CHILLI PWD 50GM,MASALA,GST 5%,GST 5%,270,283.5,0,300,290,BUNDAL,0904221
SM CORIANDER PWD 50GM,MASALA,GST 5%,GST 5%,7.38,7.67,29,180,170,BUNDAL,09092200
SM CORIENDER PWD 100GM,MASALA,GST 5%,GST 5%,155,162.75,0,180,170,BUNDAL,09092200
SM CORIENDER PWD 1KG,MASALA,GST 5%,GST 5%,144.76,150.48,280,180,170,PKT,09092200
SM CORIENDER PWD 500GM,MASALA,GST 5%,GST 5%,72.38,75.24,190,90,85,PKT,09092200
SM CURRY LEAF PWD 50GM,MASALA,GST 5%,GST 5%,260,273,0,300,290,BUNDAL,09109100
SM FISH CURRY MASALA 50GM,MASALA,GST 5%,GST 5%,270,283.5,0,300,290,BUNDAL,09109100
SM FISH FRY MASALA 50GM,MASALA,GST 5%,GST 5%,15.72,16.34,28,20,380,BUNDAL,09109100
SM GARAM MASALA 20GM,MASALA,GST 5%,GST 5%,410,430.5,0,500,480,BUNDAL,09109100
SM GARAM MASALA 50GM,MASALA,GST 5%,GST 5%,410,430.5,0,500,480,BUNDAL,09109100
SM IDLY PUDDI 50GM,MASALA,GST 5%,GST 5%,220,231,0,280,250,BUNDAL,09109100
SM JEERA PWD 50GM,MASALA,GST 5%,GST 5%,355,372.75,0,450,400,BUNDAL,09093200
SM MIXED MASALA 50GM,MASALA,GST 5%,GST 5%,195,204.75,0,280,250,BUNDAL,09109100
SM MUTTON MASALA 100GM,MASALA,GST 5%,GST 5%,335,351.75,0,380,360,BUNDAL,09109100
SM MUTTON MASALA 500GM,MASALA,GST 5%,GST 5%,167,0,0,190,185,PKT,09109100
SM MUTTON MASALA 50GM,MASALA,GST 5%,GST 5%,335,351.75,0,380,360,BUNDAL,09109100
SM RASAM PWD 50GM,MASALA,GST 5%,GST 5%,365,383.25,0,450,400,BUNDAL,09109100
SM SAMBAR PWD 100GM,MASALA,GST 5%,GST 5%,260,273,0,300,290,BUNDAL,09109100
SM SAMBAR PWD 500GM,MASALA,GST 5%,GST 5%,122.38,127.21,280,150,140,PKT,09109100
SM SAMBAR PWD 50GM,MASALA,GST 5%,GST 5%,12.38,12.87,25,15,290,BUNDAL,09109100
SM SUPER GARAM MASALA 50GM,MASALA,GST 5%,GST 5%,335,351.75,0,400,380,BUNDAL,09109100
SM TAMARIND PWD 50GM,MASALA,GST 5%,GST 5%,14.29,14.85,28,17,350,BUNDAL,09109100
SM TURMERIC PWD 100GM,MASALA,GST 5%,GST 5%,125,131.25,0,150,140,BUNDAL,09103030
SM TURMERIC PWD 500GM,MASALA,GST 5%,GST 5%,58.1,60.4,170,75,70,PKT,09103030
SM TURMERIC PWD 50GM,MASALA,GST 5%,GST 5%,125,131.25,0,150,140,BUNDAL,09103030
SODA 5/-,AMAR,GST 0%,GST 0%,190,190,0,240,230,BUNDAL,2202
SOMPOO,SPICES,GST 0%,GST 0%,120,120,0,175,150,KGS,1207
SOMPOO 5/-,AMAR,GST 0%,GST 0%,190,190,0,240,230,BUNDAL,3305
SOMPOO 50GM,SPICES,GST 0%,GST 0%,150,150,0,200,17,BUNDAL,1207
STAR 25KG,RAW RICE,GST 0%,GST 0%,1120,1120,0,1250,1200,BAG,1006
SUGAR 50KG,SUGAR,GST 18%,GST 18%,34.8,35,3500,40,38,KGS,17011490
SUNRICH 1LTR,REFINED OIL,GST 5%,GST 5%,115.5,121.275,0,1230,1220,PKT,1512
SUNRICH 500ML,REFINED OIL,GST 5%,GST 5%,58.5,61.425,0,1250,1220,PKT,1512
SUNSEA 1LTR,REFINED OIL,GST 5%,GST 5%,108.571,114,1350,1210,1200,PKT,1512
SUNSEA 500ML,REFINED OIL,GST 5%,GST 5%,1155,1212.75,0,1220,1210,BOX,1512
SUPER RICE 25KG,RAW RICE,GST 5%,GST 5%,2285.71,2400,3800,2500,2600,BAG,1006
SURF EXCEL BAR 250G,WASHING,GST 18%,GST 18%,19.62,22.8,25,25,24,NOS,
SURF EXCEL BAR FW 150G,WASHING,GST 18%,GST 18%,12.55,14.36,16,16,14.5,NOS,34011930
SURF EXCEL BAR FW 95G,WASHING,GST 18%,GST 18%,7.85,9.17,10,10,9.4,NOS,34011930
SURF EXCEL EW 1KG,WASHING,GST 18%,GST 18%,96.41,112.63,124,1440,1380,BAG,34022010
SURF EXCEL EW 500G,WASHING,GST 18%,GST 18%,48.2,56.31,62,60,58,PKT,34022010
SURF EXCEL EW BAIL 500G,WASHING,GST 18%,GST 18%,48.2,56.31,62,1200,1160,BAG,34022010
SURF EXCEL QUICKWASH 60G+20G,WASHING,GST 18%,GST 18%,7.43,8.5,10,60,54,SHEETS,34022010
SURF EXCEL QW 1KG,WASHING,GST 18%,GST 18%,125.55,145.19,160,155,148,PKT,34022010
SURF EXCEL QW 500G,WASHING,GST 18%,GST 18%,58.85,68.05,75,75,70,PKT,34022010
SURF EXCEL QW 80G,WASHING,GST 18%,GST 18%,7.43,8.5,10,54,52.5,SHEETS,34022010
SURF MTC LIQ FL 1.02LTR,WASHING,GST 18%,GST 18%,168.71,185.14,215,200,190,NOS,34022010
SURF MTC LIQ FL 500ML,WASHING,GST 18%,GST 18%,86.31,94.72,110,105,98,NOS,34022010
SURF MTC LIQ TL 1.02 LTR,WASHING,GST 18%,GST 18%,148.31,162.76,189,175,165,NOS,34022010
SURF MTC LIQ TL 500ML,WASHING,GST 18%,GST 18%,74.55,81.81,95,90,85,NOS,3402210
SURYA MAIDA 50KG,FLOUR,GST 0%,GST 0%,29.5,30,3500,1500,1490,BAG,1106
TABLE SALT 25KG,SALT,GST 0%,GST 0%,180,180,0,200,190,BAG,2501
TABLE SALT AASHIRVVAD 25KG,SALT,GST 0%,GST 0%,0,0,20,450,400,BAG,
TABLE SALT OFRESH 25KG,SALT,GST 0%,GST 0%,180,180,250,250,200,BAG,25010010
TAJ 100G,BEVERAGES,GST 5%,GST 5%,62.31,65.43,70,70,68,NOS,0902302
TAJ 250G,BEVERAGES,GST 5%,GST 5%,156.35,164.17,175,170,168,NOS,09023020
TAMARIND A 10KG,MASALA,GST 0%,GST 0%,1210,1210,3500,1600,1400,BUNDAL,08134010
TAMARIND B 10KG,MASALA,GST 0%,GST 0%,1210,1210,0,1400,1300,BUNDAL,08134010
TAMARIND C 10KG,MASALA,GST 0%,GST 0%,1010,1010,0,1200,1150,BUNDAL,08134010
TASTING SALT,SPICES,GST 0%,GST 0%,105,105,0,130,120,KGS,
TASTING SALT 5/-,AMAR,GST 0%,GST 0%,190,190,0,240,230,BUNDAL,2922
TASTING SALT 500GM,SPICES,GST 0%,GST 0%,60,60,130,80,70,PKT,
TATA CRYSTAL 25KG,SALT,GST 0%,GST 0%,250,250,20,350,300,PKT,2501
TATA SALT 25KG,SALT,GST 0%,GST 0%,442,442,18,475,465,PKT,2501
TD ADHITHI 30KG,DALL,GST 0%,GST 0%,113,113,4500,4000,3800,KGS,0713
TD DANALAKSHMI 25KG,DALL,GST 0%,GST 0%,106,106,3500,2875,2750,KGS,0713
TD GOOGLE 50KG,DALL,GST 0%,GST 0%,4400,4400,6150,5000,4800,BAG,0713
TD JOTHI 25KG,DALL,GST 0%,GST 0%,2650,2650,0,2800,2750,BAG,0713
TD MUYAL 25KG,DALL,GST 0%,GST 0%,1910,1910,0,2500,2250,BAG,0713
TD SHIVALING 50KG,DALL,GST 0%,GST 0%,5360,5360,6500,6000,5800,BAG,0713
TOMATO RICE PWD 25GM,MIXED RICE,GST 5%,GST 5%,8.02,8.42,10,120,108,SHEETS,09109100
TOPOZ,RAW RICE,GST 0%,GST 0%,1180,1180,0,1300,1250,BAG,1006
TURMERIC STICK,SPICES,GST 18%,GST 18%,70,82.6,0,150,100,KGS,0910
UG RED 50KG,DALL,GST 0%,GST 0%,119,120,0,6250,6200,KGS,1106
UG SK BRAND 50KG,DALL,GST 0%,GST 0%,105,105,0,5750,5500,KGS,1106
UG SURYA 50KG,DALL,GST 0%,GST 0%,93,93,5800,5500,500,KGS,0713
UG TMC 50KG,DALL,GST 0%,GST 0%,95,95,0,5500,5000,KGS,1106
UG VINAYAKA 50KG,DALL,GST 0%,GST 0%,117,117,0,6300,6200,KGS,1106
VAIGAI 25K,FULL BOILED,GST 0%,GST 0%,45,45,3100,1250,1200,BAG,1006
VANASPATHI 100ML,VANASPATHI,GST 5%,GST 5%,9,9.5,0,1000,980,BOX,1516
VANASPATHI 1LTR,VANASPATHI,GST 5%,GST 5%,847.62,890,1200,1000,980,BOX,1516
VANASPATHI 200ML,VANASPATHI,GST 5%,GST 5%,900,945,0,1000,980,BOX,1516
VANASPATHI 500ML,VANASPATHI,GST 5%,GST 5%,900,945,0,1000,980,BOX,1516
VANGIBATH POWDER 17GMS,MIXED RICE,GST 5%,GST 5%,8.25,8.66,10,10,9,SHEETS,09109100
VASLINE,BEAUTY PRODUCTS,GST 18%,GST 18%,0,0,42,0,0,NOS,0
VERM MTR 850G,VERMICELLI,GST 5%,GST 5%,50.96,53.51,80,70,60,PKT,19023010
VGR CHAKKI ATTA 1KG,FLOUR,GST 0%,GST 0%,840,840,0,950,900,BAG,1106
VGR CHAKKI ATTA 500GM,FLOUR,GST 0%,GST 0%,750,750,0,850,800,BAG,1106
VGR CHAKKI ATTA 5KG,FLOUR,GST 0%,GST 0%,840,840,0,950,900,BAG,1106
VGR GRAM FLOUR 500GM,FLOUR,GST 0%,GST 0%,1900,1900,2050,2000,1950,BAG,1106
VGR MAIDA 500GM,FLOUR,GST 0%,GST 0%,700,700,0,800,750,BAG,1106
VGR SOOJI 500GM,FLOUR,GST 0%,GST 0%,950,950,0,1050,1000,BAG,1106
VIM BAR 150G,WASHING,GST 18%,GST 18%,7.85,9.08,10,10,9.3,NOS,34054000
VIM BAR 300G,WASHING,GST 18%,GST 18%,15.69,18.51,20,20,19,NOS,34054000
VIM BAR 85G,WASHING,GST 18%,GST 18%,3.92,4.53,5,5,4.6,NOS,34054000
VIM DROP LMN GEL 155ML,WASHING,GST 18%,GST 18%,15.69,17.4,20,20,18.5,NOS,34022010
VIM DROP LMN GEL 75G,WASHING,GST 18%,GST 18%,7.85,8.71,10,10,9,NOS,34022010
VIVEL ALOE VERA 100G,WASHING,GST 18%,GST 18%,19.62,21.53,24,25,24,NOS,3401 11 90
VIVEL ALOE VERA 51G,WASHING,GST 18%,GST 18%,7.85,8.61,10,10,9.5,NOS,3401 11 90
VIVEL BB COOL MINT 48G,WASHING,GST 18%,GST 18%,7.85,8.61,10,10,9.5,NOS,3401 11 90
VIVEL LOTUS OIL 100G,WASHING,GST 18%,GST 18%,19.62,21.53,25,25,24,NOS,341 11 90
WATER MELON SEEDS,DRY FRUITS,GST 18%,GST 18%,100,118,0,150,130,KGS,1207
WHEAT BLUE SHINE 25KG,DALL,GST 0%,GST 0%,770,770,0,850,820,BAG,1001
WHEEL ACT LMN & JAS 155G,WASHING,GST 18%,GST 18%,7.59,8.96,10,10,9.2,PKT,34022010
WHEEL LMN & JAS PWD 500G,WASHING,GST 18%,GST 18%,20.5,24.19,27,27,25,PKT,34022010
WHEEL LMS & JAS PWD 1KG,WASHING,GST 18%,GST 18%,40.01,47.21,53,50,49,PKT,34022010
WHITE PEAS 50KG,DALL,GST 0%,GST 0%,3800,3800,0,4000,3900,BAG,0713
WHITE PEPPER PWD 100GM,SPICES,GST 18%,GST 18%,100,118,0,140,130,BUNDAL,0910
YIPPEE MAGIC MSL 2IN1,NOODLES,GST 12%,GST 12%,18,20.16,23,1104,1056,BOX,1902
YIPPEE MAGIC MSL 4IN1,NOODLES,GST 12%,GST 12%,37.8,42.34,46,1620,1584,BOX,1902
YIPPEE MAGIC MSL 6IN1,NOODLES,GST 12%,GST 12%,55.87,62.57,68,1584,1536,BOX,1902
YIPPEE MAGIC MSL 70G,NOODLES,GST 12%,GST 12%,9.86,11.04,12,1728,1656,BOX,1905
